name_a,name_b,identity,len_a,len_b
2XLW_single_001_density_input.pdb,1cgnA00_24.pdb,0.431,124,124
2XLW_single_001_density_input.pdb,1cgnA00_21.pdb,0.406,124,124
2XLW_single_001_density_input.pdb,1cgnA00_9.pdb,0.39,124,124
2XLW_single_001_density_input.pdb,1cgnA00_25.pdb,0.401,124,124
2XLW_single_001_density_input.pdb,1cgnA00_1.pdb,0.39,124,124
2XLW_single_001_density_input.pdb,1cgnA00_14.pdb,0.398,124,124
2XLW_single_001_density_input.pdb,1cgnA00_31.pdb,0.406,124,124
2XLW_single_001_density_input.pdb,1cgnA00_17.pdb,0.401,124,124
2XLW_single_001_density_input.pdb,1cgnA00_30.pdb,0.384,124,124
2XLW_single_001_density_input.pdb,1cgnA00_6.pdb,0.373,124,124
2XLW_single_001_density_input.pdb,1cgnA00_20.pdb,0.387,124,124
2XLW_single_001_density_input.pdb,1cgnA00_28.pdb,0.349,124,124
2XLW_single_001_density_input.pdb,1cgnA00_7.pdb,0.387,124,124
2XLW_single_001_density_input.pdb,1cgnA00_22.pdb,0.362,124,124
2XLW_single_001_density_input.pdb,1cgnA00_19.pdb,0.366,124,124
2XLW_single_001_density_input.pdb,1a7vA00_0.pdb,0.33,124,125
2XLW_single_001_density_input.pdb,1bbhA00_27.pdb,0.273,124,131
2XLW_single_001_density_input.pdb,1a7vA00_15.pdb,0.322,124,125
2XLW_single_001_density_input.pdb,1bbhA00_22.pdb,0.269,124,131
2XLW_single_001_density_input.pdb,1cpqA00_9.pdb,0.29,124,129
2XLW_single_001_density_input.pdb,1a7vA00_16.pdb,0.273,124,125
2XLW_single_001_density_input.pdb,1a7vA00_12.pdb,0.283,124,125
2XLW_single_001_density_input.pdb,1a7vA00_9.pdb,0.264,124,125
2XLW_single_001_density_input.pdb,1bbhA00_0.pdb,0.288,124,131
2XLW_single_001_density_input.pdb,1a7vA00_10.pdb,0.266,124,125
2P97_single_001_density_input.pdb,2p97A00_27.pdb,0.614,197,197
2P97_single_001_density_input.pdb,2p97A00_26.pdb,0.637,197,197
2P97_single_001_density_input.pdb,2p97A00_7.pdb,0.596,197,197
2P97_single_001_density_input.pdb,2p97A00_10.pdb,0.612,197,197
2P97_single_001_density_input.pdb,2p97A00_11.pdb,0.607,197,197
2P97_single_001_density_input.pdb,2p97A00_9.pdb,0.604,197,197
2P97_single_001_density_input.pdb,2p97A00_21.pdb,0.596,197,197
2P97_single_001_density_input.pdb,2p97A00_5.pdb,0.619,197,197
2P97_single_001_density_input.pdb,2p97A00_17.pdb,0.586,197,197
2P97_single_001_density_input.pdb,2p97A00_25.pdb,0.602,197,197
2P97_single_001_density_input.pdb,2p97A00_1.pdb,0.588,197,197
2P97_single_001_density_input.pdb,2p97A00_19.pdb,0.596,197,197
2P97_single_001_density_input.pdb,2p97A00_8.pdb,0.583,197,197
2P97_single_001_density_input.pdb,2p97A00_23.pdb,0.614,197,197
2P97_single_001_density_input.pdb,2p97A00_15.pdb,0.583,197,197
2P97_single_001_density_input.pdb,2p97A00_30.pdb,0.593,197,197
2P97_single_001_density_input.pdb,2p97A00_6.pdb,0.604,197,197
2P97_single_001_density_input.pdb,2p97A00_14.pdb,0.596,197,197
2P97_single_001_density_input.pdb,2p97A00_22.pdb,0.607,197,197
2P97_single_001_density_input.pdb,2p97A00_28.pdb,0.586,197,197
2P97_single_001_density_input.pdb,2p97A00_3.pdb,0.598,197,197
2P97_single_001_density_input.pdb,2p97A00_4.pdb,0.586,197,197
2P97_single_001_density_input.pdb,2p97A00_13.pdb,0.587,197,197
2P97_single_001_density_input.pdb,2p97A00_18.pdb,0.566,197,197
2P97_single_001_density_input.pdb,2p97A00_20.pdb,0.571,197,197
2P97_single_001_density_input.pdb,2p97A00_12.pdb,0.578,197,197
2P97_single_001_density_input.pdb,2p97A00_16.pdb,0.586,197,197
2P97_single_001_density_input.pdb,2p97A00_24.pdb,0.567,197,197
2P97_single_001_density_input.pdb,2p97A00_2.pdb,0.561,197,197
2P97_single_001_density_input.pdb,2p97A00_29.pdb,0.561,197,197
2P97_single_001_density_input.pdb,2p97A00_0.pdb,0.545,197,197
2P97_single_001_density_input.pdb,2p97A00_31.pdb,0.551,197,197
6YVM_single_001_density_input.pdb,1dqwA00_27.pdb,0.406,254,267
6YVM_single_001_density_input.pdb,1dqwA00_29.pdb,0.397,254,267
6YVM_single_001_density_input.pdb,1dqwA00_11.pdb,0.402,254,267
6YVM_single_001_density_input.pdb,1dqwA00_26.pdb,0.409,254,267
6YVM_single_001_density_input.pdb,1dqwA00_24.pdb,0.386,254,267
6YVM_single_001_density_input.pdb,1dqwA00_22.pdb,0.409,254,267
6YVM_single_001_density_input.pdb,1dqwA00_28.pdb,0.393,254,267
6YVM_single_001_density_input.pdb,1dqwA00_19.pdb,0.393,254,267
6YVM_single_001_density_input.pdb,1dqwA00_2.pdb,0.4,254,267
6YVM_single_001_density_input.pdb,1dqwA00_9.pdb,0.398,254,267
6YVM_single_001_density_input.pdb,1dqwA00_17.pdb,0.379,254,267
6YVM_single_001_density_input.pdb,1dqwA00_15.pdb,0.379,254,267
6YVM_single_001_density_input.pdb,1dqwA00_23.pdb,0.386,254,267
6YVM_single_001_density_input.pdb,1dqwA00_21.pdb,0.377,254,267
6YVM_single_001_density_input.pdb,1dqwA00_4.pdb,0.386,254,267
6YVM_single_001_density_input.pdb,1dqwA00_16.pdb,0.375,254,267
6YVM_single_001_density_input.pdb,1dqwA00_20.pdb,0.386,254,267
6YVM_single_001_density_input.pdb,1dqwA00_7.pdb,0.373,254,267
6YVM_single_001_density_input.pdb,1dqwA00_6.pdb,0.375,254,267
6YVM_single_001_density_input.pdb,1dqwA00_13.pdb,0.377,254,267
6YVM_single_001_density_input.pdb,1dqwA00_31.pdb,0.385,254,267
6YVM_single_001_density_input.pdb,1dqwA00_12.pdb,0.393,254,267
6YVM_single_001_density_input.pdb,1dqwA00_1.pdb,0.383,254,267
6YVM_single_001_density_input.pdb,1dqwA00_10.pdb,0.373,254,267
6YVM_single_001_density_input.pdb,1dqwA00_5.pdb,0.373,254,267
6YVM_single_001_density_input.pdb,1dqwA00_25.pdb,0.372,254,267
6YVM_single_001_density_input.pdb,1dqwA00_18.pdb,0.371,254,267
6YVM_single_001_density_input.pdb,1dqwA00_8.pdb,0.385,254,267
6YVM_single_001_density_input.pdb,1dqwA00_3.pdb,0.377,254,267
6YVM_single_001_density_input.pdb,1dqwA00_30.pdb,0.372,254,267
6YVM_single_001_density_input.pdb,1dqwA00_14.pdb,0.377,254,267
6YVM_single_001_density_input.pdb,1dqwA00_0.pdb,0.37,254,267
3I7M_single_001_density_input.pdb,3i7mA00_17.pdb,0.5,130,130
3I7M_single_001_density_input.pdb,3i7mA00_12.pdb,0.5,130,130
3I7M_single_001_density_input.pdb,3i7mA00_0.pdb,0.48,130,130
3I7M_single_001_density_input.pdb,3i7mA00_6.pdb,0.461,130,130
3I7M_single_001_density_input.pdb,3i7mA00_10.pdb,0.48,130,130
3I7M_single_001_density_input.pdb,3i7mA00_14.pdb,0.465,130,130
3I7M_single_001_density_input.pdb,3i7mA00_26.pdb,0.476,130,130
3I7M_single_001_density_input.pdb,3i7mA00_28.pdb,0.461,130,130
3I7M_single_001_density_input.pdb,3i7mA00_1.pdb,0.465,130,130
3I7M_single_001_density_input.pdb,3i7mA00_8.pdb,0.438,130,130
3I7M_single_001_density_input.pdb,3i7mA00_21.pdb,0.468,130,130
3I7M_single_001_density_input.pdb,3i7mA00_19.pdb,0.457,130,130
3I7M_single_001_density_input.pdb,3i7mA00_23.pdb,0.465,130,130
3I7M_single_001_density_input.pdb,3i7mA00_16.pdb,0.457,130,130
3I7M_single_001_density_input.pdb,3i7mA00_2.pdb,0.449,130,130
3I7M_single_001_density_input.pdb,3i7mA00_25.pdb,0.464,130,130
3I7M_single_001_density_input.pdb,3i7mA00_18.pdb,0.472,130,130
3I7M_single_001_density_input.pdb,3i7mA00_27.pdb,0.441,130,130
3I7M_single_001_density_input.pdb,3i7mA00_5.pdb,0.476,130,130
3I7M_single_001_density_input.pdb,3i7mA00_3.pdb,0.449,130,130
3I7M_single_001_density_input.pdb,3i7mA00_11.pdb,0.448,130,130
3I7M_single_001_density_input.pdb,3i7mA00_30.pdb,0.444,130,130
3I7M_single_001_density_input.pdb,3i7mA00_29.pdb,0.423,130,130
3I7M_single_001_density_input.pdb,3i7mA00_13.pdb,0.441,130,130
3I7M_single_001_density_input.pdb,3i7mA00_9.pdb,0.452,130,130
3I7M_single_001_density_input.pdb,3i7mA00_20.pdb,0.456,130,130
3I7M_single_001_density_input.pdb,3i7mA00_7.pdb,0.423,130,130
3I7M_single_001_density_input.pdb,3i7mA00_24.pdb,0.415,130,130
3I7M_single_001_density_input.pdb,3i7mA00_4.pdb,0.429,130,130
3I7M_single_001_density_input.pdb,3i7mA00_15.pdb,0.398,130,130
3I7M_single_001_density_input.pdb,3i7mA00_22.pdb,0.41,130,130
3I7M_single_001_density_input.pdb,3i7mA00_31.pdb,0.425,130,130
3I7M_single_001_density_input.pdb,3oooA00_5.pdb,0.347,130,127
3I7M_single_001_density_input.pdb,3oooA00_11.pdb,0.308,130,127
3I7M_single_001_density_input.pdb,3oooA00_31.pdb,0.338,130,127
3I7M_single_001_density_input.pdb,3oooA00_19.pdb,0.425,130,127
3I7M_single_001_density_input.pdb,3oooA00_26.pdb,0.305,130,127
3I7M_single_001_density_input.pdb,3oooA00_3.pdb,0.322,130,127
3I7M_single_001_density_input.pdb,3oooA00_1.pdb,0.314,130,127
3I7M_single_001_density_input.pdb,3oooA00_15.pdb,0.314,130,127
3I7M_single_001_density_input.pdb,3oooA00_16.pdb,0.33,130,127
3I7M_single_001_density_input.pdb,3oooA00_30.pdb,0.412,130,127
3I7M_single_001_density_input.pdb,3oooA00_7.pdb,0.33,130,127
3I7M_single_001_density_input.pdb,3oooA00_27.pdb,0.314,130,127
3I7M_single_001_density_input.pdb,3oooA00_0.pdb,0.341,130,127
3I7M_single_001_density_input.pdb,3oooA00_12.pdb,0.314,130,127
3I7M_single_001_density_input.pdb,3oooA00_23.pdb,0.344,130,127
3I7M_single_001_density_input.pdb,3oooA00_22.pdb,0.366,130,127
3I7M_single_001_density_input.pdb,3oooA00_6.pdb,0.322,130,127
3I7M_single_001_density_input.pdb,3oooA00_10.pdb,0.314,130,127
3I7M_single_001_density_input.pdb,3oooA00_14.pdb,0.297,130,127
3I7M_single_001_density_input.pdb,3oooA00_20.pdb,0.305,130,127
3I7M_single_001_density_input.pdb,3oooA00_25.pdb,0.318,130,127
3I7M_single_001_density_input.pdb,3oooA00_9.pdb,0.305,130,127
3I7M_single_001_density_input.pdb,3oooA00_4.pdb,0.286,130,127
3I7M_single_001_density_input.pdb,3oooA00_21.pdb,0.305,130,127
3I7M_single_001_density_input.pdb,3oooA00_29.pdb,0.346,130,127
3I7M_single_001_density_input.pdb,3oooA00_24.pdb,0.31,130,127
3I7M_single_001_density_input.pdb,3oooA00_8.pdb,0.289,130,127
3I7M_single_001_density_input.pdb,3oooA00_13.pdb,0.387,130,127
3I7M_single_001_density_input.pdb,3oooA00_17.pdb,0.314,130,127
3I7M_single_001_density_input.pdb,3oooA00_2.pdb,0.362,130,127
3I7M_single_001_density_input.pdb,3oooA00_28.pdb,0.292,130,127
3I7M_single_001_density_input.pdb,4r60A01_25.pdb,0.306,130,162
3I7M_single_001_density_input.pdb,4r60A01_9.pdb,0.282,130,162
3I7M_single_001_density_input.pdb,3oooA00_18.pdb,0.3,130,127
3I7M_single_001_density_input.pdb,4r60A01_26.pdb,0.272,130,162
7Z0E_single_001_density_input.pdb,1h2sA00_21.pdb,0.333,229,225
7Z0E_single_001_density_input.pdb,1h2sA00_30.pdb,0.319,229,225
7Z0E_single_001_density_input.pdb,1h2sA00_7.pdb,0.308,229,225
7Z0E_single_001_density_input.pdb,1h2sA00_29.pdb,0.323,229,225
7Z0E_single_001_density_input.pdb,1h2sA00_31.pdb,0.33,229,225
7Z0E_single_001_density_input.pdb,1h2sA00_9.pdb,0.322,229,225
7Z0E_single_001_density_input.pdb,1h2sA00_0.pdb,0.312,229,225
7Z0E_single_001_density_input.pdb,1h2sA00_19.pdb,0.316,229,225
7Z0E_single_001_density_input.pdb,1h2sA00_18.pdb,0.298,229,225
7Z0E_single_001_density_input.pdb,1h2sA00_2.pdb,0.29,229,225
7Z0E_single_001_density_input.pdb,1at9A00_8.pdb,0.29,229,230
7Z0E_single_001_density_input.pdb,1at9A00_24.pdb,0.306,229,230
7Z0E_single_001_density_input.pdb,1at9A00_1.pdb,0.283,229,230
7Z0E_single_001_density_input.pdb,1at9A00_29.pdb,0.278,229,230
7Z0E_single_001_density_input.pdb,1h2sA00_1.pdb,0.328,229,225
7Z0E_single_001_density_input.pdb,1at9A00_13.pdb,0.288,229,230
7Z0E_single_001_density_input.pdb,1h2sA00_13.pdb,0.3,229,225
7Z0E_single_001_density_input.pdb,1at9A00_21.pdb,0.274,229,230
7Z0E_single_001_density_input.pdb,1h2sA00_5.pdb,0.316,229,225
7Z0E_single_001_density_input.pdb,1h2sA00_16.pdb,0.314,229,225
7Z0E_single_001_density_input.pdb,1h2sA00_11.pdb,0.295,229,225
7Z0E_single_001_density_input.pdb,1at9A00_25.pdb,0.305,229,230
7Z0E_single_001_density_input.pdb,1at9A00_28.pdb,0.272,229,230
7Z0E_single_001_density_input.pdb,1at9A00_4.pdb,0.278,229,230
7Z0E_single_001_density_input.pdb,1xioA00_26.pdb,0.301,229,217
7Z0E_single_001_density_input.pdb,1at9A00_15.pdb,0.295,229,230
7Z0E_single_001_density_input.pdb,1at9A00_14.pdb,0.27,229,230
7Z0E_single_001_density_input.pdb,1at9A00_23.pdb,0.27,229,230
7Z0E_single_001_density_input.pdb,1e12A00_18.pdb,0.296,229,239
7Z0E_single_001_density_input.pdb,1at9A00_11.pdb,0.265,229,230
7Z0E_single_001_density_input.pdb,1e12A00_1.pdb,0.317,229,239
7Z0E_single_001_density_input.pdb,3ddlB00_26_reres.pdb,0.254,229,250
7Z0E_single_001_density_input.pdb,3ddlB00_26.pdb,0.254,229,250
7Z0E_single_001_density_input.pdb,1e12A00_20.pdb,0.31,229,239
7Z0E_single_001_density_input.pdb,1xioA00_0.pdb,0.234,229,217
7Z0E_single_001_density_input.pdb,1e12A00_13.pdb,0.284,229,239
7Z0E_single_001_density_input.pdb,1e12A00_25.pdb,0.272,229,239
7Z0E_single_001_density_input.pdb,1xioA00_28.pdb,0.26,229,217
7Z0E_single_001_density_input.pdb,3ddlB00_17.pdb,0.271,229,250
7Z0E_single_001_density_input.pdb,3ddlB00_17_reres.pdb,0.271,229,250
7Z0E_single_001_density_input.pdb,1e12A00_2.pdb,0.246,229,239
7Z0E_single_001_density_input.pdb,1xioA00_9.pdb,0.241,229,217
3HYN_single_001_density_input.pdb,3hynA00_24.pdb,0.513,180,180
3HYN_single_001_density_input.pdb,3hynA00_18.pdb,0.519,180,180
3HYN_single_001_density_input.pdb,3hynA00_9.pdb,0.508,180,180
3HYN_single_001_density_input.pdb,3hynA00_26.pdb,0.513,180,180
3HYN_single_001_density_input.pdb,3hynA00_30.pdb,0.502,180,180
3HYN_single_001_density_input.pdb,3hynA00_5.pdb,0.502,180,180
3HYN_single_001_density_input.pdb,3hynA00_31.pdb,0.486,180,180
3HYN_single_001_density_input.pdb,3hynA00_27.pdb,0.497,180,180
3HYN_single_001_density_input.pdb,3hynA00_3.pdb,0.483,180,180
3HYN_single_001_density_input.pdb,3hynA00_28.pdb,0.483,180,180
3HYN_single_001_density_input.pdb,3hynA00_25.pdb,0.491,180,180
3HYN_single_001_density_input.pdb,3hynA00_4.pdb,0.469,180,180
3HYN_single_001_density_input.pdb,3hynA00_7.pdb,0.474,180,180
3HYN_single_001_density_input.pdb,3hynA00_0.pdb,0.474,180,180
3HYN_single_001_density_input.pdb,3hynA00_13.pdb,0.469,180,180
3HYN_single_001_density_input.pdb,3hynA00_17.pdb,0.48,180,180
3HYN_single_001_density_input.pdb,3hynA00_19.pdb,0.463,180,180
3HYN_single_001_density_input.pdb,3hynA00_23.pdb,0.458,180,180
3HYN_single_001_density_input.pdb,3hynA00_16.pdb,0.469,180,180
3HYN_single_001_density_input.pdb,3hynA00_6.pdb,0.468,180,180
3HYN_single_001_density_input.pdb,3hynA00_12.pdb,0.488,180,180
3HYN_single_001_density_input.pdb,3hynA00_15.pdb,0.468,180,180
3HYN_single_001_density_input.pdb,3hynA00_2.pdb,0.463,180,180
3HYN_single_001_density_input.pdb,3hynA00_22.pdb,0.451,180,180
3HYN_single_001_density_input.pdb,3hynA00_14.pdb,0.477,180,180
3HYN_single_001_density_input.pdb,3hynA00_1.pdb,0.468,180,180
3HYN_single_001_density_input.pdb,3hynA00_29.pdb,0.46,180,180
3HYN_single_001_density_input.pdb,3hynA00_20.pdb,0.455,180,180
3HYN_single_001_density_input.pdb,3hynA00_10.pdb,0.457,180,180
3HYN_single_001_density_input.pdb,3hynA00_21.pdb,0.455,180,180
3HYN_single_001_density_input.pdb,3hynA00_11.pdb,0.435,180,180
3HYN_single_001_density_input.pdb,3hynA00_8.pdb,0.43,180,180
4OLE_single_001_density_input.pdb,4oleA00_22.pdb,0.592,114,117
4OLE_single_001_density_input.pdb,4oleA00_16.pdb,0.575,114,117
4OLE_single_001_density_input.pdb,4oleA00_24.pdb,0.548,114,117
4OLE_single_001_density_input.pdb,4oleA00_19.pdb,0.575,114,117
4OLE_single_001_density_input.pdb,4oleA00_13.pdb,0.567,114,117
4OLE_single_001_density_input.pdb,4oleA00_12.pdb,0.547,114,117
4OLE_single_001_density_input.pdb,4oleA00_29.pdb,0.548,114,117
4OLE_single_001_density_input.pdb,4oleA00_18.pdb,0.548,114,117
4OLE_single_001_density_input.pdb,4oleA00_14.pdb,0.539,114,117
4OLE_single_001_density_input.pdb,4oleA00_11.pdb,0.539,114,117
4OLE_single_001_density_input.pdb,4oleA00_21.pdb,0.566,114,117
4OLE_single_001_density_input.pdb,4oleA00_9.pdb,0.539,114,117
4OLE_single_001_density_input.pdb,4oleA00_27.pdb,0.575,114,117
4OLE_single_001_density_input.pdb,4oleA00_5.pdb,0.557,114,117
4OLE_single_001_density_input.pdb,4oleA00_23.pdb,0.549,114,117
4OLE_single_001_density_input.pdb,4oleA00_30.pdb,0.566,114,117
4OLE_single_001_density_input.pdb,4oleA00_8.pdb,0.55,114,117
4OLE_single_001_density_input.pdb,4oleA00_1.pdb,0.522,114,117
4OLE_single_001_density_input.pdb,4oleA00_31.pdb,0.53,114,117
4OLE_single_001_density_input.pdb,4oleA00_4.pdb,0.522,114,117
4OLE_single_001_density_input.pdb,4oleA00_0.pdb,0.532,114,117
4OLE_single_001_density_input.pdb,4oleA00_7.pdb,0.513,114,117
4OLE_single_001_density_input.pdb,4oleA00_15.pdb,0.531,114,117
4OLE_single_001_density_input.pdb,4oleA00_6.pdb,0.522,114,117
4OLE_single_001_density_input.pdb,4oleA00_20.pdb,0.513,114,117
4OLE_single_001_density_input.pdb,4oleA00_26.pdb,0.546,114,117
4OLE_single_001_density_input.pdb,4oleA00_10.pdb,0.522,114,117
4OLE_single_001_density_input.pdb,4oleA00_17.pdb,0.522,114,117
4OLE_single_001_density_input.pdb,4oleA00_2.pdb,0.531,114,117
4OLE_single_001_density_input.pdb,4oleA00_25.pdb,0.513,114,117
4OLE_single_001_density_input.pdb,4oleA00_28.pdb,0.513,114,117
4OLE_single_001_density_input.pdb,4oleA00_3.pdb,0.548,114,117
2YL0_single_001_density_input.pdb,1cgnA00_27.pdb,0.439,126,124
2YL0_single_001_density_input.pdb,1cgnA00_15.pdb,0.435,126,124
2YL0_single_001_density_input.pdb,1cgnA00_11.pdb,0.427,126,124
2YL0_single_001_density_input.pdb,1cgnA00_26.pdb,0.427,126,124
2YL0_single_001_density_input.pdb,1cgnA00_12.pdb,0.418,126,124
2YL0_single_001_density_input.pdb,1cgnA00_18.pdb,0.398,126,124
2YL0_single_001_density_input.pdb,1cgnA00_8.pdb,0.423,126,124
2YL0_single_001_density_input.pdb,1cgnA00_16.pdb,0.435,126,124
2YL0_single_001_density_input.pdb,1cgnA00_29.pdb,0.4,126,124
2YL0_single_001_density_input.pdb,1cgnA00_13.pdb,0.414,126,124
2YL0_single_001_density_input.pdb,1cgnA00_5.pdb,0.427,126,124
2YL0_single_001_density_input.pdb,1cgnA00_4.pdb,0.401,126,124
2YL0_single_001_density_input.pdb,1cgnA00_10.pdb,0.365,126,124
2YL0_single_001_density_input.pdb,1cgnA00_2.pdb,0.391,126,124
2YL0_single_001_density_input.pdb,1cgnA00_23.pdb,0.418,126,124
2YL0_single_001_density_input.pdb,1cgnA00_24.pdb,0.406,126,124
2YL0_single_001_density_input.pdb,1cgnA00_21.pdb,0.406,126,124
2YL0_single_001_density_input.pdb,1cgnA00_3.pdb,0.41,126,124
2YL0_single_001_density_input.pdb,1cgnA00_25.pdb,0.385,126,124
2YL0_single_001_density_input.pdb,1cgnA00_0.pdb,0.398,126,124
2YL0_single_001_density_input.pdb,1cgnA00_1.pdb,0.39,126,124
2YL0_single_001_density_input.pdb,1cgnA00_9.pdb,0.393,126,124
2YL0_single_001_density_input.pdb,1cgnA00_17.pdb,0.401,126,124
2YL0_single_001_density_input.pdb,1cgnA00_14.pdb,0.401,126,124
2YL0_single_001_density_input.pdb,1cgnA00_30.pdb,0.368,126,124
2YL0_single_001_density_input.pdb,1cgnA00_6.pdb,0.384,126,124
2YL0_single_001_density_input.pdb,1cgnA00_31.pdb,0.41,126,124
2YL0_single_001_density_input.pdb,1cgnA00_20.pdb,0.387,126,124
2YL0_single_001_density_input.pdb,1cgnA00_28.pdb,0.358,126,124
2YL0_single_001_density_input.pdb,1cgnA00_7.pdb,0.378,126,124
2YL0_single_001_density_input.pdb,1cgnA00_19.pdb,0.366,126,124
2YL0_single_001_density_input.pdb,1cgnA00_22.pdb,0.353,126,124
2YL0_single_001_density_input.pdb,1a7vA00_0.pdb,0.322,126,125
2YL0_single_001_density_input.pdb,1bbhA00_27.pdb,0.279,126,131
2YL0_single_001_density_input.pdb,1bbhA00_22.pdb,0.274,126,131
2YL0_single_001_density_input.pdb,1a7vA00_15.pdb,0.315,126,125
2YL0_single_001_density_input.pdb,1cpqA00_9.pdb,0.298,126,129
2YL0_single_001_density_input.pdb,1cpqA00_12.pdb,0.305,126,129
2YL0_single_001_density_input.pdb,1a7vA00_18.pdb,0.286,126,125
2YL0_single_001_density_input.pdb,1bbhA00_0.pdb,0.288,126,131
6NI6_single_001_density_input.pdb,3ewnA00_3.pdb,0.421,227,228
6NI6_single_001_density_input.pdb,3ewnA00_7.pdb,0.439,227,228
6NI6_single_001_density_input.pdb,3ewnA00_25.pdb,0.451,227,228
6NI6_single_001_density_input.pdb,3ewnA00_0.pdb,0.437,227,228
6NI6_single_001_density_input.pdb,3ewnA00_24.pdb,0.421,227,228
6NI6_single_001_density_input.pdb,3ewnA00_22.pdb,0.443,227,228
6NI6_single_001_density_input.pdb,3ewnA00_15.pdb,0.465,227,228
6NI6_single_001_density_input.pdb,3ewnA00_19.pdb,0.433,227,228
6NI6_single_001_density_input.pdb,3ewnA00_5.pdb,0.449,227,228
6NI6_single_001_density_input.pdb,3ewnA00_17.pdb,0.43,227,228
6NI6_single_001_density_input.pdb,3ewnA00_18.pdb,0.449,227,228
6NI6_single_001_density_input.pdb,3ewnA00_31.pdb,0.406,227,228
6NI6_single_001_density_input.pdb,3mgkB_28.pdb,0.35,227,201
6NI6_single_001_density_input.pdb,3mgkB_28_reres.pdb,0.35,227,201
6NI6_single_001_density_input.pdb,3mgkB_29.pdb,0.355,227,201
6NI6_single_001_density_input.pdb,3mgkB_29_reres.pdb,0.355,227,201
6NI6_single_001_density_input.pdb,3ewnA00_4.pdb,0.443,227,228
6NI6_single_001_density_input.pdb,3ewnA00_30.pdb,0.417,227,228
6NI6_single_001_density_input.pdb,3ewnA00_6.pdb,0.427,227,228
6NI6_single_001_density_input.pdb,3ewnA00_8.pdb,0.412,227,228
6NI6_single_001_density_input.pdb,3ewnA00_13.pdb,0.424,227,228
6NI6_single_001_density_input.pdb,3ewnA00_21.pdb,0.413,227,228
6NI6_single_001_density_input.pdb,3ewnA00_28.pdb,0.415,227,228
6NI6_single_001_density_input.pdb,3mgkB_13.pdb,0.338,227,201
6NI6_single_001_density_input.pdb,3mgkB_13_reres.pdb,0.338,227,201
6NI6_single_001_density_input.pdb,3ewnA00_10.pdb,0.406,227,228
6NI6_single_001_density_input.pdb,3mgkB_7.pdb,0.35,227,201
6NI6_single_001_density_input.pdb,3mgkB_7_reres.pdb,0.35,227,201
6NI6_single_001_density_input.pdb,3ewnA00_1.pdb,0.424,227,228
6NI6_single_001_density_input.pdb,3ewnA00_26.pdb,0.421,227,228
6NI6_single_001_density_input.pdb,3ewnA00_27.pdb,0.414,227,228
6NI6_single_001_density_input.pdb,3ewnA00_16.pdb,0.424,227,228
6NI6_single_001_density_input.pdb,3ewnA00_9.pdb,0.401,227,228
6NI6_single_001_density_input.pdb,3mgkB_17.pdb,0.344,227,201
6NI6_single_001_density_input.pdb,3mgkB_17_reres.pdb,0.344,227,201
6NI6_single_001_density_input.pdb,3ewnA00_11.pdb,0.415,227,228
6NI6_single_001_density_input.pdb,3ewnA00_20.pdb,0.442,227,228
6NI6_single_001_density_input.pdb,3mgkB_15.pdb,0.344,227,201
6NI6_single_001_density_input.pdb,3mgkB_15_reres.pdb,0.344,227,201
6NI6_single_001_density_input.pdb,3mgkB_6.pdb,0.338,227,201
6NI6_single_001_density_input.pdb,3mgkB_6_reres.pdb,0.338,227,201
6NI6_single_001_density_input.pdb,3ewnA00_23.pdb,0.403,227,228
6NI6_single_001_density_input.pdb,3mgkB_18.pdb,0.35,227,201
6NI6_single_001_density_input.pdb,3mgkB_18_reres.pdb,0.35,227,201
6NI6_single_001_density_input.pdb,3mgkB_14.pdb,0.344,227,201
6NI6_single_001_density_input.pdb,3mgkB_14_reres.pdb,0.344,227,201
6NI6_single_001_density_input.pdb,3mgkB_20.pdb,0.333,227,201
6NI6_single_001_density_input.pdb,3mgkB_20_reres.pdb,0.333,227,201
6NI6_single_001_density_input.pdb,3mgkB_2_reres.pdb,0.333,227,201
6NI6_single_001_density_input.pdb,3mgkB_2.pdb,0.333,227,201
6NI6_single_001_density_input.pdb,3mgkB_9.pdb,0.338,227,201
6NI6_single_001_density_input.pdb,3mgkB_9_reres.pdb,0.338,227,201
6NI6_single_001_density_input.pdb,3mgkB_30.pdb,0.322,227,201
6NI6_single_001_density_input.pdb,3mgkB_30_reres.pdb,0.322,227,201
6NI6_single_001_density_input.pdb,3ewnA00_29.pdb,0.389,227,228
6NI6_single_001_density_input.pdb,3mgkB_25.pdb,0.327,227,201
6NI6_single_001_density_input.pdb,3mgkB_25_reres.pdb,0.327,227,201
6NI6_single_001_density_input.pdb,3mgkB_26_reres.pdb,0.322,227,201
6NI6_single_001_density_input.pdb,3mgkB_26.pdb,0.322,227,201
6NI6_single_001_density_input.pdb,3ewnA00_12.pdb,0.415,227,228
6NI6_single_001_density_input.pdb,3mgkB_4.pdb,0.338,227,201
6NI6_single_001_density_input.pdb,3mgkB_4_reres.pdb,0.338,227,201
6NI6_single_001_density_input.pdb,3mgkB_5.pdb,0.333,227,201
6NI6_single_001_density_input.pdb,3mgkB_5_reres.pdb,0.333,227,201
6NI6_single_001_density_input.pdb,3mgkB_22.pdb,0.327,227,201
6NI6_single_001_density_input.pdb,3mgkB_22_reres.pdb,0.327,227,201
6NI6_single_001_density_input.pdb,3mgkB_0.pdb,0.355,227,201
6NI6_single_001_density_input.pdb,3mgkB_0_reres.pdb,0.355,227,201
6NI6_single_001_density_input.pdb,3ewnA00_2.pdb,0.373,227,228
